"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"SONACOMS",715.05,768,715.05,720.5,767,6.45,7777881,5824621744.47,"25-Jun-2026"
"HEROMOTOCO",5168.8,5353.6,5161,5149.1,5326.1,3.44,1368741,7263169366.86,"24-Jul-2026"
"TVSMOTOR",4080,4219,4070,4075.6,4205,3.17,2913373,12155611836.55,"30-Mar-2026"
"GODFRYPHLP",2075.6,2138.8,2032,2076,2135,2.84,570317,1203711060.2,"10-Nov-2025"
"GVT&D",4100,4229.9,4002.5,4101.6,4213,2.72,1102206,4553091743.34,"21-Aug-2026"
"ALKEM",5689,5882.5,5680,5672.5,5815.5,2.52,301501,1754696624.87,"20-Feb-2026"
"PAGEIND",40055,41590,40055,40270,41230,2.38,34842,1431987733.74,"27-May-2026"
"HYUNDAI",1992,2047.8,1980.1,1992.9,2040.3,2.38,735778,1476912463.84,"05-Aug-2025"
"M&M",3220,3327,3197.5,3221.8,3294.6,2.26,4851980,15866023119.8,"03-Jul-2026"
"SWIGGY",285.99,298.85,281.23,287.34,293.8,2.25,42221706,12274694368.32,"-"
"OIL",448,459.25,447.1,447.9,457.25,2.09,1592950,726066610,"18-Feb-2026"
"HAVELLS",1237,1264.4,1227.9,1237,1262,2.02,1639594,2046918337.42,"22-May-2026"
"NYKAA",327.5,334.2,326.75,327.5,333.95,1.97,8652158,2868190377,"10-Nov-2022"
"VOLTAS",1316.7,1338.4,1297.5,1313.3,1338,1.88,586337,776562312.91,"12-Jun-2026"
"COFORGE",1701.7,1764.3,1701.7,1714.9,1747,1.87,5650262,9877279504.82,"03-Aug-2026"
"UNITDSPR",1507,1535.4,1507,1504.4,1532,1.83,1362733,2077445576.51,"08-Jul-2026"
"COALINDIA",412.95,418.3,410.1,410.05,417.4,1.79,23225454,9640653700.86,"31-Jul-2026"
"RBLBANK",371.15,383.45,367.35,371.15,377.7,1.76,14577462,5506927819.74,"08-Sep-2025"
"EICHERMOT",7869.5,7930,7730,7779,7909,1.67,1496307,11742478665.48,"31-Jul-2026"
"MARUTI",13939,14250,13825,13948,14180,1.66,626000,8763230020,"07-Aug-2026"